Filename,Mode,MatvSk_Min,MatvSk_Max,s_tp_m_fn_per_min,s_tp_m_fn_avg,s_tp_m_fn_per_max,s_tn_m_fp_per_min,s_tn_m_fp_avg,s_tn_m_fp_per_max,m_tp_s_fn_per_min,m_tp_s_fn_avg,m_tp_s_fn_per_max,m_tn_s_fp_per_min,m_tn_s_fp_avg,m_tn_s_fp_per_max,Row,Column
arsenic-male-lung,Default,0.1645796064400715,0.1753130590339892,0.1829025844930417,18.818368765929453,0.1948310139165009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,4
backache,Default,0.1,0.1,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0838709677419354,8.141904773425502,0.0838709677419354,0.0,0.0,0.0,180,31
breastw,Default,0.1010248901903367,0.1010248901903367,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0,0.3454035137521414,0.0,0.0,0.0,0.0,683,9
cardio,Default,0.3309666848716548,0.332605133806663,0.349740932642487,35.31759592653308,0.3516483516483517,0.0,0.0,0.0,0.0,0.0114589071953061,0.0009960159362549,0.4748201438848921,41.973950128544914,0.460431654676259,1831,21
climate-model-simulation-crashes,Default,0.0888888888888888,0.1296296296296296,0.0067415730337078,0.175847724453698,0.0493273542600896,1.0,97.77897846285094,0.6666666666666666,0.0829875518672199,9.532212618774125,0.0901287553648068,0.0,0.8677263044374515,0.5,540,21
datatrieve,Default,0.1,0.1,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0840336134453781,8.975915342917935,0.0840336134453781,0.0,0.0,0.0,130,8
fertility,Default,0.09,0.11,0.0,0.0,0.0,0.0,91.09476548345415,1.0,0.1022727272727272,9.486103162568975,0.1022727272727272,0.0,0.0,0.0,100,9
flare,Default,0.0938086303939962,0.1050656660412758,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0723981900452488,7.883609720168739,0.08710407239819,0.0,0.0,0.0,1066,10
glass,Default,0.102803738317757,0.102803738317757,0.0,0.0,0.0,0.0,2.9929733546852786,0.0,0.1073170731707317,10.583184510765872,0.1073170731707317,0.0,0.0,0.0,214,9
ionosphere,Default,0.0997150997150997,0.1025641025641025,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351,33
kc3,Default,0.1004366812227074,0.1004366812227074,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0746987951807229,7.607648348887855,0.0746987951807229,0.0,0.0,0.0,458,39
letter,Default,0.1,0.1,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.088,8.842634315127274,0.088,0.0,0.0,0.0,1600,32
lungcancer_GSE31210,Default,0.1017699115044247,0.1017699115044247,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.094240837696335,9.338490566060615,0.094240837696335,0.0,0.0,0.0,226,23
lympho,Default,0.1013513513513513,0.1013513513513513,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0774647887323943,7.78721204763727,0.0774647887323943,0.0,0.0,0.0,148,18
mw1,Default,0.1017369727047146,0.1017369727047146,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0913978494623656,8.873497261700685,0.0913978494623656,0.0,0.0,0.0,403,37
optdigits,Default,0.1000766871165644,0.1000766871165644,0.0,0.0,0.0,0.0,0.2027430470140261,0.0,0.1030398736675878,10.301612657194523,0.1030398736675878,0.0,0.0,0.0,5216,64
pc1,Default,0.0991884580703336,0.1009918845807033,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0862403100775193,8.711100070379212,0.0872093023255814,0.0,0.0,0.0,1109,21
satellite,Default,0.2292152292152292,0.2296814296814296,0.1558144848069454,15.622107885546946,0.1564998857665067,0.0,0.0,0.0,0.0,0.0,0.0,0.5604240282685512,56.04053710433912,0.5604240282685512,6435,36
satimage-2,Default,0.1737032569360675,0.1750818542133379,0.1930294906166219,19.39254851643405,0.1945614707008809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5803,36
spambase,Default,0.0925885677026733,0.1054118669854379,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.1076040172166427,11.536759226871212,0.1054519368723099,0.0,0.0,0.0,4601,57
thoracic_surgery,Default,0.1,0.1,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0925,9.134387711019372,0.0925,0.0,0.0,0.0,470,17
thyroid,Default,0.1810710498409332,0.1818663838812301,0.2002949852507374,20.060174547933407,0.2011799410029498,0.0,0.0,0.0,0.0,0.0,0.0,0.043010752688172,4.301075268817203,0.043010752688172,3772,6
vertebral,Default,0.1,0.2958333333333333,0.0,3.2153784377370664,0.2688172043010752,0.0,0.0,0.0,0.1142857142857142,7.077947427281311,0.0748299319727891,0.0,6.619060189722753,1.0,240,6
visualizing_livestock,Default,0.0923076923076923,0.0923076923076923,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.1047619047619047,10.476190476190483,0.1047619047619047,0.0,0.0,0.0,130,2
vowels,Default,0.3351648351648351,0.342032967032967,0.3562401263823064,36.07540772268322,0.3641390205371248,0.0,0.0,0.0,0.0,0.0,0.0,0.8604651162790697,86.02654222728661,0.8604651162790697,1456,12
wbc,Default,0.3439153439153439,0.3544973544973545,0.3693693693693693,37.66849455972968,0.3813813813813814,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.33333333333334,0.3333333333333333,378,30
wine,Default,0.1240310077519379,0.1627906976744186,0.1228070175438596,14.184110147844006,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.16421392714815,0.2,129,13
