Filename,Mode,AvgTimeElapsed,Flipped,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage
PieChart3,Default,5.227734840000121,86,3,28.77387755102041,0.026716692247929812
PieChart3,Optimal,5.480545619999994,50,1,15.777959183673469,0.014649915676577037
PieChart3,Fast,4.490749160000032,166,4,36.51591836734694,0.03390521668277339
PizzaCutter1,Default,4.911140480000013,40,3,8.497142857142856,0.012854981629565592
PizzaCutter1,Optimal,4.900871300000017,55,5,10.983673469387755,0.01661675260119176
PizzaCutter1,Fast,4.292021620000087,158,7,34.284897959183674,0.051868226867146254
PizzaCutter3,Default,5.2132047799999786,63,3,18.111020408163267,0.017364353219715502
PizzaCutter3,Optimal,5.178022540000038,62,13,12.226938775510204,0.011722855968849668
PizzaCutter3,Fast,4.567722719999983,161,10,32.08489795918367,0.030762126518872168
analcatdata_apnea1,Default,0.024686639999963518,0,-1,0,0
analcatdata_apnea1,Optimal,0.022882020000015473,0,-1,0,0
analcatdata_apnea1,Fast,0.018170959999970364,2,17,0.08,0.00016842105263157895
analcatdata_apnea2,Default,0.023651920000029348,0,-1,0,0
analcatdata_apnea2,Optimal,0.023058640000035668,0,-1,0,0
analcatdata_apnea2,Fast,0.017725659999996424,0,-1,0,0
analcatdata_apnea3,Default,0.02181532000004154,0,-1,0,0
analcatdata_apnea3,Optimal,0.02067110000005414,0,-1,0,0
analcatdata_apnea3,Fast,0.016953259999954753,8,2,1.6171428571428572,0.003593650793650794
analcatdata_challenger,Default,0.01779952000006233,0,-1,0,0
analcatdata_challenger,Optimal,0.01756994000001214,0,-1,0,0
analcatdata_challenger,Fast,0.012223260000064328,30,1,10.050612244897959,0.07283052351375333
analcatdata_chlamydia,Default,0.015694599999987985,2,39,0.08,0.0008
analcatdata_chlamydia,Optimal,0.014486759999890637,2,23,0.08,0.0008
analcatdata_chlamydia,Fast,0.013905260000010458,18,16,1.92,0.0192
analcatdata_lawsuit,Default,0.03145329999995738,0,-1,0,0
analcatdata_lawsuit,Optimal,0.03076999999995678,0,-1,0,0
analcatdata_lawsuit,Fast,0.017410620000009657,36,1,8.718367346938775,0.033024118738404454
analcatdata_neavote,Default,0.019143020000046817,4,4,2.013061224489796,0.020130612244897962
analcatdata_neavote,Optimal,0.018328260000071168,0,-1,0,0
analcatdata_neavote,Fast,0.012271880000080273,38,4,10.74938775510204,0.1074938775510204
annthyroid,Default,1.984766539999946,6,1,2.0261224489795917,0.00028140589569160995
annthyroid,Optimal,1.94681192,3,1,1.0971428571428572,0.0001523809523809524
annthyroid,Fast,2.0193271599999205,441,3,194.7134693877551,0.027043537414965988
appendicitis,Default,0.032107540000179145,2,12,0.3004081632653061,0.0028340392760877937
appendicitis,Optimal,0.03251901999992697,4,15,0.7779591836734694,0.007339237581825183
appendicitis,Fast,0.03169775999969716,22,1,5.051428571428572,0.04765498652291105
ar1,Default,0.16139129999977742,19,2,5.422857142857143,0.04481700118063754
ar1,Optimal,0.13451470000010887,44,11,8.475102040816326,0.07004216562658121
ar1,Fast,0.13517085999996198,36,4,6.568163265306122,0.05428234103558779
ar3,Default,0.15985158000006777,10,2,2.6481632653061222,0.042034337544541625
ar3,Optimal,0.13661369999983436,7,5,1.0987755102040817,0.017440881114350503
ar3,Fast,0.13773293999976885,11,19,1.7012244897959183,0.027003563330093943
ar4,Default,0.17836905999996816,6,1,1.9624489795918367,0.018340644669082588
ar4,Optimal,0.17871485999985454,8,1,2.416326530612245,0.022582490940301354
ar4,Fast,0.14252396000014414,17,6,3.5673469387755103,0.03333969101659356
ar6,Default,0.17435970000009549,13,4,3.623673469387755,0.03587795514245302
ar6,Optimal,0.17738048000017442,16,1,3.7648979591836733,0.03727621741766013
ar6,Fast,0.14024797999994917,25,5,4.966530612244898,0.04917357041826632
arsenic-female-bladder,Default,0.24546756000007008,0,-1,0,0
arsenic-female-bladder,Optimal,0.2402247000000716,0,-1,0,0
arsenic-female-bladder,Fast,0.21504675999996833,2,2,1.0187755102040816,0.0018224964404366397
arsenic-female-lung,Default,0.23851748000000952,0,-1,0,0
arsenic-female-lung,Optimal,0.23811303999998926,0,-1,0,0
arsenic-female-lung,Fast,0.2140505999997913,2,2,0.9942857142857143,0.0017786864298492207
arsenic-male-bladder,Default,0.23745269999981247,0,-1,0,0
arsenic-male-bladder,Optimal,0.2366599400000632,0,-1,0,0
arsenic-male-bladder,Fast,0.2116413399998419,0,-1,0,0
arsenic-male-lung,Default,0.23559476000005816,0,-1,0,0
arsenic-male-lung,Optimal,0.23614750000007917,0,-1,0,0
arsenic-male-lung,Fast,0.2113517199999478,0,-1,0,0
backache,Default,0.17200266000007106,54,3,15.459591836734694,0.08588662131519274
backache,Optimal,0.17341271999994207,73,7,19.98530612244898,0.11102947845804988
backache,Fast,0.15489353999997546,109,4,30.88326530612245,0.17157369614512472
breastw,Default,0.5653179999999702,125,6,28.401632653061224,0.04158364956524337
breastw,Optimal,0.5412070399999357,121,12,30.86857142857143,0.04519556578121732
breastw,Fast,0.3357491600001595,154,3,42.732244897959184,0.06256551229569426
cardio,Default,2.6945623999999224,98,3,27.195102040816327,0.014852595325404875
cardio,Optimal,2.785396299999884,29,4,9.925714285714285,0.00542092533354139
cardio,Fast,2.275619599999991,243,1,56.901224489795915,0.031076583555322727
climate-model-simulation-crashes,Default,1.6745539800000915,27,4,5.900408163265306,0.010926681783824641
climate-model-simulation-crashes,Optimal,1.6719146800002271,24,4,6.031020408163266,0.011168556311413455
climate-model-simulation-crashes,Fast,1.565319539999764,115,6,23.621224489795917,0.043743008314436886
datatrieve,Default,0.0256459399999585,9,1,2.4424489795918367,0.01878806907378336
datatrieve,Optimal,0.026888060000055704,12,10,2.976326530612245,0.02289481946624804
datatrieve,Fast,0.02482771999999386,39,8,8.271020408163265,0.0636232339089482
fertility,Default,0.03768621999992319,17,4,4.917551020408164,0.04917551020408164
fertility,Optimal,0.03901464000002306,2,10,0.08,0.0008
fertility,Fast,0.028123080000186748,64,5,12.51591836734694,0.1251591836734694
flare,Default,0.42045115999997507,230,16,37.524897959183676,0.03520159283225485
flare,Optimal,0.4034425400001055,188,10,34.25469387755102,0.032133859172186696
flare,Fast,0.37949006000002555,352,2,69.48571428571428,0.06518359689091396
glass,Default,0.03642768000001524,13,2,2.0848979591836736,0.009742513827961092
glass,Optimal,0.03738706000000093,0,-1,0,0
glass,Fast,0.0330111400000169,11,2,3.779591836734694,0.017661644096891093
ionosphere,Default,0.37391423999994006,13,5,3.1355102040816325,0.008933077504506075
ionosphere,Optimal,0.3829536000000007,8,5,1.497142857142857,0.004265364265364265
ionosphere,Fast,0.4345573400001376,96,7,18.790204081632652,0.05353334496191639
kc3,Default,0.462046400000072,59,29,8.006530612244898,0.017481507886997594
kc3,Optimal,0.38766518000003997,27,1,2.3559183673469386,0.005143926566259691
kc3,Fast,0.37786338000001707,30,18,3.8383673469387753,0.00838071473130737
letter,Default,10.684423200000165,22,3,5.294693877551021,0.003309183673469388
letter,Optimal,11.211568299999962,14,8,2.8424489795918366,0.001776530612244898
letter,Fast,5.541446920000053,453,8,106.04081632653062,0.06627551020408164
lungcancer_GSE31210,Default,0.11844487999998819,16,6,3.165714285714286,0.014007585335018963
lungcancer_GSE31210,Optimal,0.12383748000007472,16,3,3.797551020408163,0.016803323099151165
lungcancer_GSE31210,Fast,0.1165420599999925,84,5,17.44326530612245,0.07718258985009933
lympho,Default,0.08268012000000453,32,4,7.879183673469388,0.05323772752344181
lympho,Optimal,0.08257205999983853,44,3,13.159183673469387,0.08891340319911749
lympho,Fast,0.06836161999999604,123,4,30.48,0.20594594594594595
mw1,Default,0.4522882800001753,37,6,8.987755102040817,0.02230212184129235
mw1,Optimal,0.43949700000004666,32,8,5.502040816326531,0.013652706740264345
mw1,Fast,0.41229496000014476,86,14,18.96,0.04704714640198512
optdigits,Default,15.301485279999943,1241,2,420.69714285714286,0.08065512708150745
optdigits,Optimal,15.432007239999875,1504,3,414.7722448979592,0.07951921873043696
optdigits,Fast,13.902800479999932,2818,2,777.7991836734694,0.14911794165518968
pc1,Default,2.6631573799998294,31,3,8.831836734693878,0.007963784251301963
pc1,Optimal,2.4786833000000117,42,6,10.016326530612245,0.009031854400912755
pc1,Fast,2.385381339999949,36,3,8.543673469387755,0.007703943615318084
pima,Default,0.5752758999999787,9,7,2.303673469387755,0.002999574829931973
pima,Optimal,0.5675450199998522,0,-1,0,0
pima,Fast,0.5345590200002698,46,22,7.270204081632653,0.00946641156462585
satellite,Default,26.300388080000047,2,13,0.3004081632653061,4.6683475254903825e-05
satellite,Optimal,26.82628886000006,2,17,0.156734693877551,2.4356595785167212e-05
satellite,Fast,26.9310408599997,38,4,10.873469387755103,0.0016897388325959755
satimage-2,Default,23.50522470000011,7,8,1.4383673469387754,0.0002478661635255515
satimage-2,Optimal,23.097716499999734,3,12,0.5012244897959184,8.637333961673589e-05
satimage-2,Fast,22.854860899999984,6,1,1.7387755102040816,0.0002996338980189698
thoracic_surgery,Default,0.08954187999996066,126,3,32.53224489795918,0.06921754233608336
thoracic_surgery,Optimal,0.0772426800004905,8,7,1.3142857142857143,0.0027963525835866263
thoracic_surgery,Fast,0.07363380000009784,10,5,1.7820408163265307,0.0037915762049500652
thyroid,Default,1.2160422999998264,6,4,1.3861224489795918,0.0003674767892310689
thyroid,Optimal,1.130395800000042,6,14,1.5722448979591837,0.0004168199623433679
thyroid,Fast,1.1725747600001342,431,14,108.54530612244898,0.028776592291211288
vertebral,Default,0.045104979999887294,0,-1,0,0
vertebral,Optimal,0.044567079999906126,0,-1,0,0
vertebral,Fast,0.03290544000010413,27,9,4.932244897959183,0.020551020408163263
visualizing_livestock,Default,0.014278800000174669,0,-1,0,0
visualizing_livestock,Optimal,0.013918800000028568,0,-1,0,0
visualizing_livestock,Fast,0.013227899999765213,10,3,0.8889795918367347,0.006838304552590267
vowels,Default,1.6122577799997817,0,-1,0,0
vowels,Optimal,1.70529036000029,0,-1,0,0
vowels,Fast,1.4059883599998284,186,1,55.40897959183673,0.038055617851536216
wbc,Default,0.5822768000002543,2,6,0.23020408163265307,0.0006090055069646906
wbc,Optimal,0.5705484399998386,4,1,0.5240816326530612,0.001386459345643019
wbc,Fast,0.5058261199996923,36,5,7.750204081632653,0.020503185401144583
wine,Default,0.06605226000028779,2,11,0.9942857142857143,0.007707641196013289
wine,Optimal,0.0674914399995032,5,4,1.4563265306122448,0.011289352950482518
wine,Fast,0.04584005999997316,75,4,16.120816326530612,0.12496756842271792
